Skladnik
Cetearyl Alcohol
Lauryl Alcohol
Cetyl Alcohol
Palm Alcohol
Stearyl Alcohol
Decyl Alcohol
Oil
Paraffinum Liquidum
Isododecane
Mineral oil
Isoparaffin oil
Isohexadecane
Petrolatum
Butter
Wax
Cera
Lanolin
Dimethicone
Trimethicone
Amodimethicone
Cyclopentasiloxane
Dimethiconol
Simethicone
Butyrospermum Parkii (Shea) Butter
Linum Usitatissimum (Linseed) Seed Oil
Persea Gratissima (Avocado) Oil
Helianthus Annuus (Sunflower) Seed Oil
Cucurbita Pepo (Pumpkin) Seed Oil
Brassica Oleracea Italica Seed Oil
Papaver Somniferum Seed Oil
Carthamus Tinctorius Seed Oil
 Raphanus Sativus Seed Oil
Macadamia Ternifolia Seed Oil
Moringa Oleifera Seed Oil
Prunus Domestica (Plum) Seed Oil
Camellia Japonica Seed Oil
Orbignya Oleifera Seed Oil
Astrocaryum Murumuru Seed Butter
Prunus Amygdalus Dulcis Oil
Citrus Aurantium Dulcis Peel Oil
Hydrogenated Vegetable Oil
 Cocos Nucifera Oil/ Coconut Oil
 Cocos Nucifera Oil
Coconut Oil
Butyrospermum Parkii Butter
Litsea Cubeba Oil
Ricinus Communis Seed Oil
Prunus Amygdalus Dulcis (Sweet Almond) Oil
Nigella Sativa (Black Seed) Seed Oil
Gossypium Herbaceum (Cotton) Seed Oil
Mangifera Indica (Mango) Seed Butter
Cocos Nucifera (Coconut) Oil
Argania Spinosa Kernel Oil
Olea Europaea Fruit Oil
Eucalyptu Globulus Leaf Oil
Cinnamomum Aromaticum Bark Oil
Eugenia Caryophyllus Bud Oil
Rosmarinus Officinalis Leaf Oil
Citrus Medica Limonum Oil
